experiment	biological	genotype	genotype_barplot	treatment	genotype_treatment	genotype_treatment_biological	flowpot_number	plant_no	FW_g
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp6	pl1	0.0293
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp6	pl2	0.013
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp6	pl3	0.0403
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp6	pl4	0.0069
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp1	pl1	0.0092
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp1	pl2	0.0239
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp1	pl3	0.0366
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp1	pl4	0.0261
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp2	pl1	0.0202
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp2	pl2	0.0307
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp2	pl3	0.0308
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp2	pl4	0.0198
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp3	pl1	0.0452
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp3	pl2	0.0472
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp3	pl3	0.0588
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp3	pl4	
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp4	pl1	0.0144
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp4	pl2	0.0335
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp4	pl3	0.0345
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp4	pl4	
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp5	pl1	0.0017
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp5	pl2	0.0411
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp5	pl3	0.0551
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp5	pl4	0.0223
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp6	pl1	0.0237
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp6	pl2	0.0249
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp6	pl3	0.0239
FP_gluco	bio2	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio2	fp6	pl4	0.022
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp1	pl1	0.021
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp1	pl2	0.0115
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp1	pl3	0.0392
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp1	pl4	0.0286
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp2	pl1	0.1202
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp2	pl2	0.0551
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp2	pl3	0.0414
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp2	pl4	0.0292
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp3	pl1	0.0119
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp3	pl2	0.043
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp3	pl3	0.0324
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp3	pl4	0.031
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp4	pl1	0.1011
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp4	pl2	0.0438
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp4	pl3	0.0649
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp4	pl4	0.0351
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp5	pl1	0.0208
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp5	pl2	0.0172
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp5	pl3	0.007
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp5	pl4	0.0037
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp6	pl1	0.0112
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp6	pl2	0.0347
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp6	pl3	0.0214
FP_gluco	bio2	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio2	fp6	pl4	0.0246
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp1	pl1	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp1	pl2	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp1	pl3	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp1	pl4	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp2	pl1	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp2	pl2	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp2	pl3	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp2	pl4	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp3	pl1	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp3	pl2	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp3	pl3	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp3	pl4	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp4	pl1	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp4	pl2	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp4	pl3	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp4	pl4	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp5	pl1	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp5	pl2	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp5	pl3	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp5	pl4	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp6	pl1	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp6	pl2	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp6	pl3	
FP_gluco	bio3	WT	aWT	sterile	WT_sterile	WT_sterile_bio3	fp6	pl4	
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp1	pl1	0.0252
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp1	pl2	0.0063
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp1	pl3	0.0284
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp1	pl4	
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp2	pl1	0.0819
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp2	pl2	0.0105
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp2	pl3	0.019
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp2	pl4	0.0177
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp3	pl1	0.0713
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp3	pl2	0.0055
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp3	pl3	0.0367
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp3	pl4	
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp4	pl1	0.0089
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp4	pl2	0.0069
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp4	pl3	0.02
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp4	pl4	0.0049
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp5	pl1	0.0915
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp5	pl2	0.0176
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp5	pl3	0.0236
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp5	pl4	0.0044
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp6	pl1	0.0433
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp6	pl2	0.0091
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp6	pl3	0.0214
FP_gluco	bio3	WT	aWT	BFO	WT_BFO	WT_BFO_bio3	fp6	pl4	0.0305
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp1	pl1	0.0204
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp1	pl2	0.0134
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp1	pl3	0.0206
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp1	pl4	
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp2	pl1	0.0228
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp2	pl2	0.043
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp2	pl3	0.039
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp2	pl4	0.0345
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp3	pl1	0.0128
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp3	pl2	0.0325
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp3	pl3	0.0368
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp3	pl4	0.0181
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp4	pl1	0.0208
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp4	pl2	0.0235
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp4	pl3	0.0343
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp4	pl4	0.037
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp5	pl1	0.0237
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp5	pl2	0.0269
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp5	pl3	0.0205
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp5	pl4	0.0096
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp6	pl1	0.0241
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp6	pl2	0.0337
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp6	pl3	0.0248
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio3	fp6	pl4	0.0263
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp1	pl1	0.0179
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp1	pl2	0.0165
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp1	pl3	0.0176
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp1	pl4	0.0491
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp2	pl1	0.014
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp2	pl2	0.0105
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp2	pl3	0.0121
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp2	pl4	0.0546
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp3	pl1	0.0405
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp3	pl2	0.0564
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp3	pl3	0.0455
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp3	pl4	0.0752
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp4	pl1	0.011
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp4	pl2	0.0205
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp4	pl3	0.0152
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp4	pl4	0.0304
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp5	pl1	0.03
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp5	pl2	0.0192
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp5	pl3	0.0443
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp5	pl4	0.0174
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp6	pl1	0.0128
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp6	pl2	0.0163
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp6	pl3	0.0066
FP_gluco	bio3	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio3	fp6	pl4	0.0083
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp1	pl1	0.0333
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp1	pl2	0.0508
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp1	pl3	0.0356
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp1	pl4	0.0227
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp2	pl1	0.0125
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp2	pl2	0.0413
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp2	pl3	0.019
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp2	pl4	0.0353
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp3	pl1	0.0153
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp3	pl2	0.0287
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp3	pl3	0.0309
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp3	pl4	0.009
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp4	pl1	0.0188
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp4	pl2	0.0196
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp4	pl3	0.011
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp4	pl4	0.0197
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp5	pl1	0.0404
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp5	pl2	0.0281
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp5	pl3	0.0174
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp5	pl4	0.0113
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp6	pl1	0.012
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp6	pl2	0.0179
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp6	pl3	0.0319
FP_gluco	bio3	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio3	fp6	pl4	0.0078
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp1	pl1	0.0254
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp1	pl2	0.0374
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp1	pl3	0.0846
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp1	pl4	0.0097
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp2	pl1	0.0147
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp2	pl2	0.0276
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp2	pl3	0.0541
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp2	pl4	0.0182
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp3	pl1	0.0387
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp3	pl2	0.0168
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp3	pl3	0.0117
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp3	pl4	0.0181
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp4	pl1	0.0404
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp4	pl2	0.0139
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp4	pl3	0.0307
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp4	pl4	0.0171
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp5	pl1	0.0064
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp5	pl2	0.0503
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp5	pl3	0.0728
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp5	pl4	0.014
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp6	pl1	0.0159
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp6	pl2	0.0254
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp6	pl3	0.0463
FP_gluco	bio3	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio3	fp6	pl4	0.0047
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp1	pl1	0.015
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp1	pl2	0.02
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp1	pl3	0.027
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp1	pl4	0.0203
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp2	pl1	0.0336
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp2	pl2	0.0101
